
Timestamp,Day_of_the_week,Zone_ID,Occupancy_Count,Noise_Level,Temperature,Humidity,Air_Quality,Light_Level,Device_Usage_Count,WiFi_Speed,Total_Power_Consumption
2026-04-06 13:27,Monday,zone2,82,66.2,21.4,51.2,1396,376,48,54.8,3122
2026-04-06 13:32,Monday,zone3,60,53.1,22.3,50.5,1244,334,50,103.5,3114
2026-04-06 13:38,Monday,zone4,49,48.7,20.6,50.1,1032,269,17,72.2,1366
2026-04-06 13:43,Monday,zone1,91,60.6,22.9,56.7,1558,442,44,90.4,3015
2026-04-06 13:49,Monday,zone2,72,51.3,22.5,48.6,1237,390,43,70.4,2856
2026-04-06 13:54,Monday,zone3,62,55.2,22.6,49.6,1252,331,48,109.1,3017
2026-04-06 14:00,Monday,zone4,51,54.0,21.0,49.0,1115,289,17,57.2,1392
2026-04-06 14:05,Monday,zone1,94,69.0,21.7,53.1,1645,442,43,98.9,2974
2026-04-06 14:10,Monday,zone2,81,69.5,22.6,52.1,1319,384,45,59.6,2977
2026-04-06 14:16,Monday,zone3,53,50.8,21.8,49.4,1071,318,44,122.3,2777
2026-04-06 14:21,Monday,zone4,48,41.7,21.4,45.1,998,266,13,68.0,1160
2026-04-06 14:27,Monday,zone1,100,60.4,23.6,56.7,1619,443,50,76.3,3343
2026-04-06 14:32,Monday,zone2,80,52.1,21.6,54.7,1492,359,47,54.8,3049
2026-04-06 14:38,Monday,zone3,60,55.1,21.8,52.0,1047,317,49,97.9,3047
2026-04-06 14:43,Monday,zone4,42,43.8,22.1,48.1,954,261,11,85.4,1037
2026-04-06 14:49,Monday,zone1,92,65.9,23.6,53.0,1521,429,44,99.0,3005
2026-04-06 14:54,Monday,zone2,66,55.7,21.7,48.9,1212,384,37,71.7,2532
2026-04-06 15:00,Monday,zone3,53,54.1,21.5,48.4,1100,327,41,114.4,2636
2026-04-06 15:05,Monday,zone4,40,46.7,20.4,47.1,897,276,12,78.9,1096
2026-04-06 15:10,Monday,zone1,80,55.1,22.2,49.0,1450,423,36,102.3,2563
2026-04-06 15:16,Monday,zone2,67,54.8,21.6,49.3,1304,373,39,69.1,2624
2026-04-06 15:21,Monday,zone3,52,57.6,22.8,44.3,1022,310,39,122.8,2516
2026-04-06 15:27,Monday,zone4,39,41.8,21.8,46.4,935,262,12,73.9,1079
2026-04-06 15:32,Monday,zone1,72,51.6,22.7,46.4,1332,425,35,108.6,2491
2026-04-06 15:38,Monday,zone2,62,58.2,20.9,48.6,1195,355,33,92.4,2291
2026-04-06 15:43,Monday,zone3,43,43.8,21.3,44.7,980,320,34,132.8,2249
2026-04-06 15:49,Monday,zone4,36,43.3,21.4,49.9,891,254,11,79.2,1012
2026-04-06 15:54,Monday,zone1,61,52.5,22.0,48.5,1223,426,29,128.4,2159
2026-04-06 16:00,Monday,zone2,46,41.5,21.8,49.6,1023,348,29,101.4,2036
2026-04-06 16:05,Monday,zone3,31,41.8,21.3,42.9,706,306,22,156.9,1599
2026-04-06 16:10,Monday,zone4,41,46.1,21.5,46.6,902,260,13,76.4,1133
2026-04-06 16:16,Monday,zone1,62,54.2,21.9,49.1,1233,404,34,124.7,2390
2026-04-06 16:21,Monday,zone2,42,44.0,20.8,43.0,995,346,25,100.4,1822
2026-04-06 16:27,Monday,zone3,22,47.4,20.5,41.0,707,283,15,170.0,1199
2026-04-06 16:32,Monday,zone4,16,34.2,21.4,44.7,629,254,4,86.5,602
2026-04-06 16:38,Monday,zone1,55,50.7,22.0,48.0,1118,386,28,136.8,2051
2026-04-06 16:43,Monday,zone2,26,40.7,19.5,46.1,824,358,15,109.6,1286
2026-04-06 16:49,Monday,zone3,21,48.6,20.9,44.8,636,291,16,166.2,1254
2026-04-06 16:54,Monday,zone4,17,31.6,20.9,40.3,628,255,7,88.4,756
2026-04-06 17:00,Monday,zone1,26,41.0,20.3,44.4,775,394,14,160.2,1272
2026-04-06 17:05,Monday,zone2,19,32.0,20.7,40.3,724,333,13,123.1,1140
2026-04-06 17:10,Monday,zone3,14,32.6,19.5,43.6,547,300,13,180.2,1092
2026-04-06 17:16,Monday,zone4,2,34.4,19.8,41.1,472,237,1,103.5,393
2026-04-06 17:21,Monday,zone1,25,44.3,21.1,42.5,729,401,13,147.6,1226
2026-04-06 17:27,Monday,zone2,19,32.7,20.8,39.4,729,321,12,128.4,1078
2026-04-06 17:32,Monday,zone3,14,36.0,20.7,41.8,658,272,13,175.9,1064
2026-04-06 17:38,Monday,zone4,0,30.5,20.1,38.5,419,227,1,91.0,377
2026-04-06 17:43,Monday,zone1,13,37.2,19.5,46.1,591,380,4,172.5,719
2026-04-06 17:49,Monday,zone2,14,32.1,21.7,41.9,675,328,7,132.5,820
2026-04-06 17:54,Monday,zone3,9,36.9,20.1,42.3,585,263,11,172.6,940
2026-04-06 18:00,Monday,zone4,11,35.9,20.3,42.9,591,229,2,89.3,462
2026-04-07 09:00,Tuesday,zone1,7,38.1,20.7,40.1,566,376,5,162.4,747
2026-04-07 09:05,Tuesday,zone2,4,39.9,20.3,38.0,444,321,3,149.3,583
2026-04-07 09:10,Tuesday,zone3,3,38.6,20.5,37.6,511,269,4,186.8,578
2026-04-07 09:16,Tuesday,zone4,10,37.2,21.0,41.9,622,224,3,86.6,504
2026-04-07 09:21,Tuesday,zone1,9,32.3,20.3,43.8,524,373,6,165.5,800
2026-04-07 09:27,Tuesday,zone2,0,36.3,20.8,39.0,429,335,0,148.6,435
2026-04-07 09:32,Tuesday,zone3,0,33.0,19.4,37.9,484,256,0,199.2,356
2026-04-07 09:38,Tuesday,zone4,1,38.8,19.5,40.9,470,236,0,102.5,339
2026-04-07 09:43,Tuesday,zone1,13,32.3,20.1,43.1,575,363,11,155.5,1052
2026-04-07 09:49,Tuesday,zone2,9,39.7,19.9,42.3,530,317,8,137.2,844
2026-04-07 09:54,Tuesday,zone3,9,35.9,20.4,40.6,587,269,4,194.7,596
2026-04-07 10:00,Tuesday,zone4,13,35.5,19.7,40.5,604,224,4,101.0,563
2026-04-07 10:05,Tuesday,zone1,14,38.5,20.0,44.5,635,337,7,172.6,829
2026-04-07 10:10,Tuesday,zone2,9,35.7,20.6,43.6,599,323,7,138.5,800
2026-04-07 10:16,Tuesday,zone3,17,36.2,20.8,41.8,612,274,16,164.6,1225
2026-04-07 10:21,Tuesday,zone4,13,38.2,20.5,42.0,538,247,4,95.7,586
2026-04-07 10:27,Tuesday,zone1,26,47.8,20.6,45.0,764,379,17,152.0,1407
2026-04-07 10:32,Tuesday,zone2,13,39.3,20.9,39.9,613,333,7,132.5,822
2026-04-07 10:38,Tuesday,zone3,22,40.5,20.4,43.0,612,288,15,173.7,1204
2026-04-07 10:43,Tuesday,zone4,20,34.5,20.8,42.0,639,216,3,97.5,526
2026-04-07 10:49,Tuesday,zone1,32,46.5,20.4,44.6,866,380,15,143.9,1326
2026-04-07 10:54,Tuesday,zone2,35,42.7,20.9,46.0,807,339,21,115.2,1594
2026-04-07 11:00,Tuesday,zone3,21,49.7,20.5,44.6,738,292,19,164.3,1405
2026-04-07 11:05,Tuesday,zone4,22,46.3,20.6,46.2,680,249,7,95.0,765
2026-04-07 11:10,Tuesday,zone1,41,40.6,21.5,44.9,992,374,18,142.6,1497
2026-04-07 11:16,Tuesday,zone2,35,40.7,20.3,46.8,909,318,20,112.1,1523
2026-04-07 11:21,Tuesday,zone3,23,42.4,20.7,44.5,815,319,18,159.6,1388
2026-04-07 11:27,Tuesday,zone4,25,43.5,21.6,45.0,721,244,5,92.9,669
2026-04-07 11:32,Tuesday,zone1,59,50.3,21.9,49.6,1192,416,31,115.1,2243
2026-04-07 11:38,Tuesday,zone2,49,48.1,22.5,46.0,1125,352,32,87.0,2199
2026-04-07 11:43,Tuesday,zone3,31,48.7,20.7,45.9,878,291,24,166.8,1684
2026-04-07 11:49,Tuesday,zone4,30,47.2,21.2,42.5,797,254,9,73.7,894
2026-04-07 11:54,Tuesday,zone1,66,57.4,21.5,46.8,1342,388,34,111.5,2386
2026-04-07 12:00,Tuesday,zone2,62,58.7,22.2,46.1,1268,366,37,82.9,2502
2026-04-07 12:05,Tuesday,zone3,39,47.2,21.0,42.5,915,311,32,135.2,2128
2026-04-07 12:10,Tuesday,zone4,42,45.1,21.1,44.1,889,241,15,75.8,1217
2026-04-07 12:16,Tuesday,zone1,73,59.7,22.1,46.8,1339,400,37,104.7,2569
2026-04-07 12:21,Tuesday,zone2,69,52.5,21.9,49.7,1262,374,44,72.4,2881
2026-04-07 12:27,Tuesday,zone3,51,55.9,21.7,47.0,1034,311,42,116.2,2664
2026-04-07 12:32,Tuesday,zone4,39,49.4,21.2,41.9,964,263,13,75.7,1130
2026-04-07 12:38,Tuesday,zone1,92,64.9,23.0,51.9,1586,415,40,101.4,2791
2026-04-07 12:43,Tuesday,zone2,69,54.4,22.5,51.3,1286,374,41,69.8,2731
2026-04-07 12:49,Tuesday,zone3,67,58.7,22.0,50.4,1276,316,50,94.6,3117
2026-04-07 12:54,Tuesday,zone4,51,56.6,21.7,46.1,1059,257,19,63.6,1460
2026-04-07 13:00,Tuesday,zone1,99,65.7,23.1,51.5,1591,436,50,85.2,3333
2026-04-07 13:05,Tuesday,zone2,82,67.6,22.4,52.6,1425,392,49,52.1,3188
2026-04-07 13:10,Tuesday,zone3,55,54.0,22.4,45.1,1095,316,41,111.5,2631
2026-04-07 13:16,Tuesday,zone4,48,40.7,21.1,51.7,1075,282,18,62.4,1426
2026-04-07 13:21,Tuesday,zone1,92,60.3,22.0,56.7,1463,424,50,91.6,3300
2026-04-07 13:27,Tuesday,zone2,88,67.6,23.0,53.8,1511,391,50,49.7,3255
2026-04-07 13:32,Tuesday,zone3,61,54.9,21.3,51.1,1151,320,48,94.4,3003
2026-04-07 13:38,Tuesday,zone4,56,56.1,21.2,48.0,1150,284,15,65.2,1302
2026-04-07 13:43,Tuesday,zone1,100,67.1,22.5,57.8,1646,441,47,83.1,3191
2026-04-07 13:49,Tuesday,zone2,88,66.3,22.7,53.3,1471,390,50,46.7,3254
2026-04-07 13:54,Tuesday,zone3,59,58.4,22.1,50.3,1123,327,50,104.0,3104
2026-04-07 14:00,Tuesday,zone4,52,54.2,21.1,52.1,1015,278,14,73.5,1234
2026-04-07 14:05,Tuesday,zone1,100,62.2,23.8,51.9,1663,452,50,87.3,3352
2026-04-07 14:10,Tuesday,zone2,79,55.0,23.2,50.7,1426,401,46,66.1,3038
2026-04-07 14:16,Tuesday,zone3,63,50.9,21.5,48.3,1196,318,50,96.2,3107
2026-04-07 14:21,Tuesday,zone4,54,58.0,21.8,49.8,998,259,17,67.9,1371
2026-04-07 14:27,Tuesday,zone1,100,69.9,24.0,54.5,1736,445,48,84.5,3245
2026-04-07 14:32,Tuesday,zone2,81,69.6,22.5,49.3,1416,373,50,45.5,3216
2026-04-07 14:38,Tuesday,zone3,59,56.6,21.1,49.0,1197,322,50,100.4,3099
2026-04-07 14:43,Tuesday,zone4,58,56.2,21.8,48.4,1181,269,18,68.8,1443
2026-04-07 14:49,Tuesday,zone1,97,60.9,23.3,52.9,1534,434,46,98.8,3125
2026-04-07 14:54,Tuesday,zone2,74,55.2,22.3,50.9,1384,387,44,60.5,2909
2026-04-07 15:00,Tuesday,zone3,60,57.9,21.7,46.6,1152,318,49,96.8,3048
2026-04-07 15:05,Tuesday,zone4,54,59.8,21.6,49.7,1168,273,18,66.8,1435
2026-04-07 15:10,Tuesday,zone1,92,64.0,22.3,54.8,1557,423,43,85.0,2949
2026-04-07 15:16,Tuesday,zone2,69,55.1,21.5,51.5,1355,371,40,76.1,2678
2026-04-07 15:21,Tuesday,zone3,51,50.6,21.3,46.9,1027,312,44,113.5,2765
2026-04-07 15:27,Tuesday,zone4,39,40.6,21.4,48.2,965,263,12,68.6,1080
2026-04-07 15:32,Tuesday,zone1,69,51.3,22.6,49.3,1219,418,36,114.0,2525
2026-04-07 15:38,Tuesday,zone2,61,57.3,21.6,49.9,1108,339,35,80.9,2372
2026-04-07 15:43,Tuesday,zone3,45,41.1,22.4,44.4,988,292,37,131.8,2377
2026-04-07 15:49,Tuesday,zone4,32,44.8,21.7,44.4,801,242,7,91.2,788
2026-04-07 15:54,Tuesday,zone1,67,52.5,22.5,52.9,1315,410,37,107.4,2561
2026-04-07 16:00,Tuesday,zone2,57,56.1,21.9,47.2,1235,350,34,82.7,2321
2026-04-07 16:05,Tuesday,zone3,36,40.7,21.7,43.4,816,297,29,145.4,1955
2026-04-07 16:10,Tuesday,zone4,36,41.9,21.6,43.9,811,260,13,81.5,1118
2026-04-07 16:16,Tuesday,zone1,56,56.2,22.3,47.2,1124,408,27,133.3,2026
2026-04-07 16:21,Tuesday,zone2,53,57.5,21.4,46.3,1034,361,33,74.2,2270
2026-04-07 16:27,Tuesday,zone3,41,49.4,21.1,46.6,934,293,31,131.3,2066
2026-04-07 16:32,Tuesday,zone4,29,48.2,20.7,47.6,823,250,8,87.7,837
2026-04-07 16:38,Tuesday,zone1,49,41.8,21.5,47.2,1034,397,27,130.1,1994
2026-04-07 16:43,Tuesday,zone2,38,42.1,21.3,49.1,918,343,25,113.0,1807
2026-04-07 16:49,Tuesday,zone3,27,46.9,21.3,42.8,798,296,18,162.7,1377
2026-04-07 16:54,Tuesday,zone4,19,32.5,20.3,44.0,761,234,5,92.0,641
2026-04-07 17:00,Tuesday,zone1,30,43.6,21.6,41.6,755,389,16,145.7,1379
2026-04-07 17:05,Tuesday,zone2,23,48.8,20.8,45.3,655,332,17,107.2,1351
2026-04-07 17:10,Tuesday,zone3,11,37.9,19.9,46.1,567,289,11,178.6,972
2026-04-07 17:16,Tuesday,zone4,11,35.6,20.8,42.8,621,250,7,83.2,733
2026-04-07 17:21,Tuesday,zone1,23,40.6,20.4,45.3,760,391,11,144.1,1110
2026-04-07 17:27,Tuesday,zone2,24,41.5,20.7,43.4,814,312,13,127.2,1134
2026-04-07 17:32,Tuesday,zone3,9,36.4,20.4,43.6,543,279,11,184.0,956
2026-04-07 17:38,Tuesday,zone4,1,35.9,20.1,36.6,478,223,0,99.3,326
2026-04-07 17:43,Tuesday,zone1,17,38.7,20.7,42.2,724,370,5,164.4,771
2026-04-07 17:49,Tuesday,zone2,14,30.8,21.3,41.2,588,344,8,136.3,886
2026-04-07 17:54,Tuesday,zone3,5,37.5,20.2,38.8,465,282,5,191.8,647
2026-04-07 18:00,Tuesday,zone4,6,32.5,20.9,40.4,521,224,4,88.3,542
2026-04-08 09:00,Wednesday,zone1,0,33.5,20.0,41.4,455,366,2,175.5,566
2026-04-08 09:05,Wednesday,zone2,1,32.6,20.2,37.4,485,306,2,145.8,509
2026-04-08 09:10,Wednesday,zone3,0,31.1,19.7,41.3,428,269,2,201.1,469
2026-04-08 09:16,Wednesday,zone4,16,31.1,20.6,41.7,601,235,6,88.4,683
2026-04-08 09:21,Wednesday,zone1,1,31.7,21.0,43.7,410,361,0,176.4,464
2026-04-08 09:27,Wednesday,zone2,6,35.1,19.9,39.3,498,334,3,139.2,602
2026-04-08 09:32,Wednesday,zone3,6,32.0,20.4,41.5,520,271,8,183.7,789
2026-04-08 09:38,Wednesday,zone4,1,39.1,20.2,38.6,441,262,0,105.7,365
2026-04-08 09:43,Wednesday,zone1,11,32.9,21.0,44.0,609,372,3,177.8,655
2026-04-08 09:49,Wednesday,zone2,8,35.3,19.9,43.3,529,314,6,136.0,738
2026-04-08 09:54,Wednesday,zone3,3,34.4,20.2,40.8,498,270,3,196.6,529
2026-04-08 10:00,Wednesday,zone4,7,34.2,20.1,43.0,593,236,0,112.9,357
2026-04-08 10:05,Wednesday,zone1,18,30.8,20.8,43.2,681,364,10,169.0,1018
2026-04-08 10:10,Wednesday,zone2,15,33.1,19.4,41.0,695,325,12,125.9,1070
2026-04-08 10:16,Wednesday,zone3,6,37.1,20.0,39.6,421,275,4,195.8,593
2026-04-08 10:21,Wednesday,zone4,16,36.2,20.7,42.4,597,230,7,87.6,728
2026-04-08 10:27,Wednesday,zone1,15,36.9,20.7,41.2,669,373,10,166.9,1018
2026-04-08 10:32,Wednesday,zone2,23,45.1,20.9,43.8,744,324,12,128.4,1093
2026-04-08 10:38,Wednesday,zone3,18,32.6,20.9,40.8,674,287,17,157.5,1291
2026-04-08 10:43,Wednesday,zone4,2,38.6,19.8,40.1,491,247,0,101.0,353
2026-04-08 10:49,Wednesday,zone1,32,42.9,21.1,46.6,808,385,15,153.3,1331
2026-04-08 10:54,Wednesday,zone2,22,41.1,20.5,42.6,713,355,14,120.5,1221
2026-04-08 11:00,Wednesday,zone3,23,43.0,20.3,44.3,771,300,15,174.5,1219
2026-04-08 11:05,Wednesday,zone4,18,31.9,20.6,45.0,620,241,5,91.2,645
2026-04-08 11:10,Wednesday,zone1,42,48.8,22.6,42.7,920,396,22,143.4,1722
2026-04-08 11:16,Wednesday,zone2,30,46.0,21.7,47.1,892,352,18,117.7,1442
2026-04-08 11:21,Wednesday,zone3,26,41.0,19.6,44.7,769,293,18,171.4,1371
2026-04-08 11:27,Wednesday,zone4,25,45.1,20.4,41.1,719,249,6,87.8,724
2026-04-08 11:32,Wednesday,zone1,45,49.7,20.3,47.7,928,395,21,133.5,1680
2026-04-08 11:38,Wednesday,zone2,36,45.2,21.2,48.1,788,342,21,108.6,1600
2026-04-08 11:43,Wednesday,zone3,31,40.9,21.1,44.9,714,293,26,147.9,1786
2026-04-08 11:49,Wednesday,zone4,33,47.0,20.1,41.8,859,237,8,86.5,836
2026-04-08 11:54,Wednesday,zone1,50,48.2,21.2,46.1,1067,408,27,121.8,2008
2026-04-08 12:00,Wednesday,zone2,37,43.7,21.0,45.7,883,348,22,102.7,1659
2026-04-08 12:05,Wednesday,zone3,39,46.8,20.3,46.3,956,320,32,137.9,2137
2026-04-08 12:10,Wednesday,zone4,36,41.2,21.1,45.0,876,259,9,72.6,917
2026-04-08 12:16,Wednesday,zone1,66,51.2,22.3,51.6,1306,396,33,116.4,2344
2026-04-08 12:21,Wednesday,zone2,61,54.3,22.3,47.8,1252,374,34,80.7,2357
2026-04-08 12:27,Wednesday,zone3,46,49.2,21.0,43.2,1061,296,37,133.9,2384
2026-04-08 12:32,Wednesday,zone4,42,46.9,20.7,45.9,939,259,10,83.9,985
2026-04-08 12:38,Wednesday,zone1,86,63.4,22.2,55.1,1423,422,46,79.9,3080
2026-04-08 12:43,Wednesday,zone2,72,52.2,21.8,51.6,1290,375,43,63.9,2841
2026-04-08 12:49,Wednesday,zone3,53,53.8,21.4,44.3,1068,309,42,115.5,2668
2026-04-08 12:54,Wednesday,zone4,44,48.9,21.3,47.5,899,272,16,62.4,1304
2026-04-08 13:00,Wednesday,zone1,82,65.5,22.6,51.9,1495,446,41,92.7,2842
2026-04-08 13:05,Wednesday,zone2,68,51.9,21.1,51.7,1212,373,40,71.2,2677
2026-04-08 13:10,Wednesday,zone3,66,54.9,22.4,53.8,1298,328,50,97.8,3126
2026-04-08 13:16,Wednesday,zone4,40,40.4,21.3,46.9,984,257,17,66.5,1327
2026-04-08 13:21,Wednesday,zone1,97,61.2,23.3,54.3,1555,429,48,83.9,3220
2026-04-08 13:27,Wednesday,zone2,79,58.6,21.9,50.5,1368,395,44,68.9,2932
2026-04-08 13:32,Wednesday,zone3,48,45.8,21.3,48.0,1101,340,45,115.8,2834
2026-04-08 13:38,Wednesday,zone4,48,48.9,21.8,47.6,1025,245,16,66.1,1289
2026-04-08 13:43,Wednesday,zone1,100,66.9,22.6,57.3,1623,435,50,75.5,3335
2026-04-08 13:49,Wednesday,zone2,76,59.6,22.6,52.4,1330,390,48,56.2,3118
2026-04-08 13:54,Wednesday,zone3,64,56.6,22.1,48.1,1229,336,50,95.9,3128
2026-04-08 14:00,Wednesday,zone4,50,44.1,21.1,46.9,955,274,14,73.1,1224
2026-04-08 14:05,Wednesday,zone1,100,67.9,23.0,54.7,1615,438,48,79.0,3238
2026-04-08 14:10,Wednesday,zone2,76,52.8,22.1,47.4,1394,383,47,49.8,3061
2026-04-08 14:16,Wednesday,zone3,60,53.6,22.0,49.0,1220,321,49,112.9,3051
2026-04-08 14:21,Wednesday,zone4,43,46.2,21.7,44.5,990,269,13,76.5,1148
2026-04-08 14:27,Wednesday,zone1,100,61.4,23.4,51.3,1649,431,50,81.7,3331
2026-04-08 14:32,Wednesday,zone2,72,50.5,22.2,50.8,1298,394,42,66.8,2810
2026-04-08 14:38,Wednesday,zone3,61,53.2,21.4,50.6,1158,324,47,111.1,2957
2026-04-08 14:43,Wednesday,zone4,43,48.9,21.5,46.2,979,270,15,67.1,1249
2026-04-08 14:49,Wednesday,zone1,80,56.3,22.0,52.4,1413,439,40,94.7,2779
2026-04-08 14:54,Wednesday,zone2,77,51.1,22.2,50.6,1374,390,47,59.0,3071
2026-04-08 15:00,Wednesday,zone3,46,42.1,20.7,49.4,986,309,32,134.0,2147
2026-04-08 15:05,Wednesday,zone4,46,46.6,21.7,44.8,924,267,16,72.1,1305
2026-04-08 15:10,Wednesday,zone1,86,67.4,21.9,56.0,1444,438,41,99.0,2846
2026-04-08 15:16,Wednesday,zone2,65,52.9,22.0,47.7,1267,371,38,71.4,2566
2026-04-08 15:21,Wednesday,zone3,46,44.9,20.2,46.7,1003,325,35,132.7,2313
2026-04-08 15:27,Wednesday,zone4,38,45.2,21.5,47.1,928,275,9,82.1,939
2026-04-08 15:32,Wednesday,zone1,78,51.2,22.0,47.4,1399,429,40,104.9,2763
2026-04-08 15:38,Wednesday,zone2,50,49.7,21.4,50.5,970,368,30,85.9,2118
2026-04-08 15:43,Wednesday,zone3,41,47.5,21.2,47.2,945,304,30,139.0,2027
2026-04-08 15:49,Wednesday,zone4,30,42.3,21.5,45.6,754,255,8,85.2,845
2026-04-08 15:54,Wednesday,zone1,66,53.9,22.4,51.2,1230,399,35,108.7,2447
2026-04-08 16:00,Wednesday,zone2,39,48.9,20.8,50.0,838,359,23,104.9,1726
2026-04-08 16:05,Wednesday,zone3,45,40.8,21.0,51.1,895,313,36,125.2,2348
2026-04-08 16:10,Wednesday,zone4,27,41.7,20.6,45.2,694,250,5,92.3,681
2026-04-08 16:16,Wednesday,zone1,63,50.7,21.9,50.5,1177,404,29,122.1,2143
2026-04-08 16:21,Wednesday,zone2,43,49.8,22.2,46.1,1002,355,25,93.5,1834
2026-04-08 16:27,Wednesday,zone3,23,45.7,21.5,44.7,716,298,19,165.1,1417
2026-04-08 16:32,Wednesday,zone4,16,32.2,20.2,42.9,620,243,7,85.7,741
2026-04-08 16:38,Wednesday,zone1,52,51.2,20.8,45.1,994,386,26,129.2,1942
2026-04-08 16:43,Wednesday,zone2,32,49.5,20.6,46.4,735,353,15,124.5,1299
2026-04-08 16:49,Wednesday,zone3,16,31.9,20.5,42.8,633,277,14,164.3,1125
2026-04-08 16:54,Wednesday,zone4,27,45.8,20.4,41.4,765,243,11,82.6,974
2026-04-08 17:00,Wednesday,zone1,32,45.0,20.3,43.7,783,390,19,140.2,1536
2026-04-08 17:05,Wednesday,zone2,26,40.7,21.0,44.7,824,338,10,124.6,1016
2026-04-08 17:10,Wednesday,zone3,20,31.5,21.1,41.9,607,288,18,167.5,1348
